Name,Image,Description,RegularPrice,PromoPrice,Link,Availability,Categories,Rate,NumberOfReviews,Gender
PERFECTA Organic Nature,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/332120_381364_1280_720.png,"przeciwzmarszczkowe serum-kuracja na dzień i na noc, cera dojrzała30 ml, nr kat. 381364",29.99,22.49,"https://www.rossmann.pl/Produkt/Serum/Perfecta-Organic-Nature-przeciwzmarszczkowe-serum-kuracja-na-dzien-i-na-noc-cera-dojrzala-30-ml,381364,9225",Available online,Twarz/Pielęgnacja twarzy/Serum,None,None,None
PERFECTA Organic Nature,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/332114_381363_1280_720.png,"przeciwzmarszczkowy krem do twarzy na dzień i na noc50 ml, nr kat. 381363",27.49,20.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Perfecta-Organic-Nature-przeciwzmarszczkowy-krem-do-twarzy-na-dzien-i-na-noc-50-ml,381363,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
PERFECTA Organic Nature,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/332118_381366_1280_720.png,"hydro serum intensywnie nawilżające na dzień i na noc, cera normalna i mieszana30 ml, nr kat. 381366",29.99,22.49,"https://www.rossmann.pl/Produkt/Serum/Perfecta-Organic-Nature-hydro-serum-intensywnie-nawilzajace-na-dzien-i-na-noc-cera-normalna-i-mies,381366,9225",Available online,Twarz/Pielęgnacja twarzy/Serum,None,None,None
PERFECTA Organic Nature,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/332112_381365_1280_720.png,"krem do twarzy na dzień i na noc hiper nawilżający50 ml, nr kat. 381365",27.49,20.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Perfecta-Organic-Nature-krem-do-twarzy-na-dzien-i-na-noc-hiper-nawilzajacy-50-ml,381365,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
GARNIER,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/302716_211828_1280_720_99107.png,"płyn micelarny 3w1 skóra normalna i mieszana400 ml, nr kat. 211828",14.49,9.99,"https://www.rossmann.pl/Produkt/Plyny-micelarne/Garnier-plyn-micelarny-3w1-skora-normalna-i-mieszana-400-ml,211828,8770",Available online,Twarz/Oczyszczanie i demakijaż/Płyny micelarne,4.5,21,None
BIELENDA Expert Czystej Skóry,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/321240_370570_1280_720.png,"izotoniczny fizjo-płyn micelarny ukojenie400 ml, nr kat. 370570",16.49,11.49,"https://www.rossmann.pl/Produkt/Plyny-micelarne/Bielenda-Expert-Czystej-Skory-izotoniczny-fizjo-plyn-micelarny-ukojenie-400-ml,370570,8770",Available online,Twarz/Oczyszczanie i demakijaż/Płyny micelarne,None,None,None
GARNIER,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/337967_183785_1280_720.png,"płyn micelarny 3w1 skóra wrażliwa400 ml, nr kat. 183785",14.49,9.99,"https://www.rossmann.pl/Produkt/Plyny-micelarne/Garnier-plyn-micelarny-3w1-skora-wrazliwa-400-ml,183785,8770",Available online,Twarz/Oczyszczanie i demakijaż/Płyny micelarne,None,None,None
ISANA,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/346956_385727_1280_720.png,"płyn micelarny 3 w 1400 ml, nr kat. 385727",11.49,7.99,"https://www.rossmann.pl/Produkt/Plyny-micelarne/Isana-plyn-micelarny-3-w-1-400-ml,385727,8770",Available online,Twarz/Oczyszczanie i demakijaż/Płyny micelarne,None,None,None
BIELENDA Expert Czystej Skóry,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/321237_370571_1280_720.png,"izotoniczny fizjo-płyn micelarny nawilżenie400 ml, nr kat. 370571",16.49,11.49,"https://www.rossmann.pl/Produkt/Plyny-micelarne/Bielenda-Expert-Czystej-Skory-izotoniczny-fizjo-plyn-micelarny-nawilzenie-400-ml,370571,8770",Available online,Twarz/Oczyszczanie i demakijaż/Płyny micelarne,None,None,None
BIELENDA Expert Czystej Skóry,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/321234_370572_1280_720.png,"izotoniczny fizjo-płyn micelarny detoks400 ml, nr kat. 370572",16.49,11.49,"https://www.rossmann.pl/Produkt/Plyny-micelarne/Bielenda-Expert-Czystej-Skory-izotoniczny-fizjo-plyn-micelarny-detoks-400-ml,370572,8770",Available online,Twarz/Oczyszczanie i demakijaż/Płyny micelarne,None,None,None
GARNIER,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/166335_291321_1280_720_45216.png,"pielęgnujący płyn micelarny z ekstraktem z bławatka400 ml, nr kat. 291321",26.99,15.99,"https://www.rossmann.pl/Produkt/Plyny-micelarne/Garnier-pielegnujacy-plyn-micelarny-z-ekstraktem-z-blawatka-400-ml,291321,8770",Available online,Twarz/Oczyszczanie i demakijaż/Płyny micelarne,None,None,None
GARNIER,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/274957_233769_1280_720_89440.png,"płyn micelarny z olejkiem arganowym400 ml, nr kat. 233769",26.99,15.99,"https://www.rossmann.pl/Produkt/Plyny-micelarne/Garnier-plyn-micelarny-z-olejkiem-arganowym-400-ml,233769,8770",Available online,Twarz/Oczyszczanie i demakijaż/Płyny micelarne,4.5,17,None
NIVEA Linia oczyszczająca,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/320895_238573_1280_720.png,"pielęgnujący dwufazowy płyn do demakijażu oczu125 ml, nr kat. 238573",14.49,9.99,"https://www.rossmann.pl/Produkt/Plyny-micelarne/Nivea-Linia-oczyszczajaca-pielegnujacy-dwufazowy-plyn-do-demakijazu-oczu-125-ml,238573,8770",Available online,Twarz/Oczyszczanie i demakijaż/Płyny micelarne,4.0,19,None
NIVEA Linia oczyszczająca,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/320893_124125_1280_720.png,"dwufazowy płyn do demakijażu oczu delikatne okolice oczu125 ml, nr kat. 124125",14.49,9.99,"https://www.rossmann.pl/Produkt/Plyny-micelarne/Nivea-Linia-oczyszczajaca-dwufazowy-plyn-do-demakijazu-oczu-delikatne-okolice-oczu-125-ml,124125,8770",Available online,Twarz/Oczyszczanie i demakijaż/Płyny micelarne,None,None,None
L'ORÉAL PARIS Hyaluron Specialist,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/342656_390618_1280_720.png,"wypełniający płyn do demakijażu twarzy125 ml, nr kat. 390618",19.99,13.99,"https://www.rossmann.pl/Produkt/Plyny-micelarne/LOreal-Paris-Hyaluron-Specialist-wypelniajacy-plyn-do-demakijazu-twarzy-125-ml,390618,8770",Available online,Twarz/Oczyszczanie i demakijaż/Płyny micelarne,None,None,None
LIRENE Cera Naczynkowa,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/340602_390442_1280_720.png,"krem redukujący zaczerwienienia, dzień50 ml, nr kat. 390442",24.99,16.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Lirene-Cera-Naczynkowa-krem-redukujacy-zaczerwienienia-dzien-50-ml,390442,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
GARNIER,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/328636_379182_1280_720.png,"płyn do demakijażu, mini125 ml, nr kat. 379182",14.99,9.99,"https://www.rossmann.pl/Produkt/Plyny-micelarne/Garnier-plyn-do-demakijazu-mini-125-ml,379182,8770",Available online,Twarz/Oczyszczanie i demakijaż/Płyny micelarne,None,None,None
L'ORÉAL PARIS Rare flowers,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334603_262264_1280_720.png,"mleczko łagodzące, skóra sucha i wrażliwa róża i jaśmin200 ml, nr kat. 262264",16.99,13.99,"https://www.rossmann.pl/Produkt/Mleczka/LOreal-Paris-Rare-flowers-mleczko-lagodzace-skora-sucha-i-wrazliwa-roza-i-jasmin-200-ml,262264,8689",Available online,Twarz/Oczyszczanie i demakijaż/Mleczka,None,None,None
LIRENE,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/340608_390154_1280_720.png,"krem redukujący zaczerwienienia dzień/ noc50 ml, nr kat. 390154",24.99,16.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Lirene-krem-redukujacy-zaczerwienienia-dzien-noc-50-ml,390154,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
ALTERRA,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/313619_366555_1280_720_103476.png,"mleczko do twarzy150 ml, nr kat. 366555",13.99,9.79,"https://www.rossmann.pl/Produkt/Mleczka/Alterra-mleczko-do-twarzy-150-ml,366555,8689",Available online,Twarz/Oczyszczanie i demakijaż/Mleczka,None,None,None
LIRENE Cera Naczynkowa,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/340613_390155_1280_720.png,"krem na dzień redukujący zaczerwienienia wyrównujący koloryt skóry50 ml, nr kat. 390155",24.99,16.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Lirene-Cera-Naczynkowa-krem-na-dzien-redukujacy-zaczerwienienia-wyrownujacy-koloryt-skory-50-ml,390155,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
LIRENE Cera Naczynkowa,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/340618_390156_1280_720.png,"regenerujący krem na noc kojący zaczerwienienia50 ml, nr kat. 390156",24.99,16.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Lirene-Cera-Naczynkowa-regenerujacy-krem-na-noc-kojacy-zaczerwienienia-50-ml,390156,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
ZIAJA,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/28523_200921_1280_720.png,"mleczko micelarne nawilżające200 ml, nr kat. 200921",9.99,6.99,"https://www.rossmann.pl/Produkt/Mleczka/Ziaja-mleczko-micelarne-nawilzajace-200-ml,200921,8689",Available online,Twarz/Oczyszczanie i demakijaż/Mleczka,None,None,None
ISANA,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/318525_366546_1280_720.png,"mleczko do twarzy każdy rodzaj skóry200 ml, nr kat. 366546",6.99,4.99,"https://www.rossmann.pl/Produkt/Mleczka/Isana-mleczko-do-twarzy-kazdy-rodzaj-skory-200-ml,366546,8689",Available online,Twarz/Oczyszczanie i demakijaż/Mleczka,None,None,None
ONLYBIO Ritualia Joy,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/310081_367466_1280_720_101513.png,"pianka myjąca jedwabista150 ml, nr kat. 367466",42.99,26.99,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Onlybio-Ritualia-Joy-pianka-myjaca-jedwabista-150-ml,367466,8690",Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
ALTERRA,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/346958_366544_1280_720.png,"olejek do demakijażu BIO algi100 ml, nr kat. 366544",14.99,10.49,"https://www.rossmann.pl/Produkt/Olejki-myjace/Alterra-olejek-do-demakijazu-BIO-algi-100-ml,366544,8693",Available online,Twarz/Oczyszczanie i demakijaż/Olejki myjące,None,None,None
SORAYA Plante,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/201337_317792_1280_720_64371.png,"roślinna pianka myjąca do twarzy150 ml, nr kat. 317792",21.99,15.49,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Soraya-Plante-roslinna-pianka-myjaca-do-twarzy-150-ml,317792,8690",Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,4.5,20,None
VIS PLANTIS,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/332197_379592_1280_720.png,"krem łagodzący na dzień i na noc z kurkumą, do skóry wrażliwej50 ml, nr kat. 379592",25.49,18.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Vis-Plantis-krem-lagodzacy-na-dzien-i-na-noc-z-kurkuma-do-skory-wrazliwej-50-ml,379592,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
VIS PLANTIS,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/332200_379593_1280_720.png,"krem regenerujący na dzień i na noc z awokado, skóra przesuszona50 ml, nr kat. 379593",25.49,18.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Vis-Plantis-krem-regenerujacy-na-dzien-i-na-noc-z-awokado-skora-przesuszona-50-ml,379593,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
ALTERRA,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334619_366551_1280_720.png,"pianka do twarzy150 ml, nr kat. 366551",18.99,13.29,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Alterra-pianka-do-twarzy-150-ml,366551,8690",Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
VIS PLANTIS,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/332199_379594_1280_720.png,"krem przeciwzmarszczkowy na dzień i na noc z ostropestem50 ml, nr kat. 379594",25.49,18.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Vis-Plantis-krem-przeciwzmarszczkowy-na-dzien-i-na-noc-z-ostropestem-50-ml,379594,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
VIS PLANTIS,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/332198_379595_1280_720.png,"krem nawadniający na dzień i na noc, skóra odwodniona50 ml, nr kat. 379595",25.49,18.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Vis-Plantis-krem-nawadniajacy-na-dzien-i-na-noc-skora-odwodniona-50-ml,379595,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
ISANA,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/329687_366547_1280_720.png,"łagodna pianka do twarzy150 ml, nr kat. 366547",11.49,7.99,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Isana-lagodna-pianka-do-twarzy-150-ml,366547,8690",Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
ZIAJA,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/305741_366261_1280_720_100169.png,"pianka oczyszczająca do skóry wrażliwej i zaczerwienionej150 ml, nr kat. 366261",12.49,8.79,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Ziaja-pianka-oczyszczajaca-do-skory-wrazliwej-i-zaczerwienionej-150-ml,366261,8690",Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
ZIAJA,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/305743_366262_1280_720_100169.png,"pianka oczyszczająca do skóry suchej i podrażnionej150 ml, nr kat. 366262",12.49,8.79,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Ziaja-pianka-oczyszczajaca-do-skory-suchej-i-podraznionej-150-ml,366262,8690",Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
ZIAJA,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/305739_366260_1280_720_100169.png,"pianka oczyszczająca do skóry normalnej i bezproblemowej150 ml, nr kat. 366260",12.49,8.79,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Ziaja-pianka-oczyszczajaca-do-skory-normalnej-i-bezproblemowej-150-ml,366260,8690",Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
BIELENDA Vegan Muesli,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/240324_342337_1280_720_77223.png,"nawilżające serum na dzień i na noc30 ml, nr kat. 342337",31.99,23.99,"https://www.rossmann.pl/Produkt/Serum/Bielenda-Vegan-Muesli-nawilzajace-serum-na-dzien-i-na-noc-30-ml,342337,9225",Available online,Twarz/Pielęgnacja twarzy/Serum,None,None,None
L'ORÉAL PARIS Hyaluron Specialist,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/337958_363115_1280_720.png,"żel do mycia twarzy200 ml, nr kat. 363115",21.99,16.99,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/LOreal-Paris-Hyaluron-Specialist-zel-do-mycia-twarzy-200-ml,363115,8690",Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
BIELENDA Vegan Muesli,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/240318_342335_1280_720_77223.png,"krem nawilżający na dzień i na noc cera sucha, odwodniona i wrażliwa50 ml, nr kat. 342335",21.99,16.49,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Vegan-Muesli-krem-nawilzajacy-na-dzien-i-na-noc-cera-sucha-odwodniona-i-wrazliwa-50-ml,342335,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
BIELENDA Vegan Muesli,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/240327_342319_1280_720_77223.png,"matujące serum na dzień i na noc30 ml, nr kat. 342319",31.99,23.99,"https://www.rossmann.pl/Produkt/Serum/Bielenda-Vegan-Muesli-matujace-serum-na-dzien-i-na-noc-30-ml,342319,9225",Available online,Twarz/Pielęgnacja twarzy/Serum,None,None,None
NEUTROGENA Hydro Boost,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/161740_284448_1280_720_43488.png,"nawadniający żel do mycia twarzy200 ml, nr kat. 284448",23.99,16.99,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Neutrogena-Hydro-Boost-nawadniajacy-zel-do-mycia-twarzy-200-ml,284448,8690",Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,5.0,41,None
BIELENDA Vegan Muesli,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/240323_342316_1280_720_77223.png,"krem matujący na dzień i na noc cera mieszana, tłusta i wrażliwa50 ml, nr kat. 342316",21.99,16.49,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Vegan-Muesli-krem-matujacy-na-dzien-i-na-noc-cera-mieszana-tlusta-i-wrazliwa-50-ml,342316,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
SORAYA Plante,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/209856_317787_1280_720_65324.png,"roślinny żel myjący do twarzy150 ml, nr kat. 317787",21.99,15.49,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Soraya-Plante-roslinny-zel-myjacy-do-twarzy-150-ml,317787,8690",Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
SORAYA Kombucha,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/313019_366332_1280_720_102947.png,"naturalny żel do mycia twarzy do każdego typu cery150 ml, nr kat. 366332",21.99,15.49,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Soraya-Kombucha-naturalny-zel-do-mycia-twarzy-do-kazdego-typu-cery-150-ml,366332,8690",Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
BIOTANIQE Aloe Vera,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/347596_321269_1280_720.png,"aloesowy żel myjący250 ml, nr kat. 321269",19.49,13.79,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Biotaniqe-Aloe-Vera-aloesowy-zel-myjacy-250-ml,321269,8690",Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,5.0,79,None
BEBIO Ewa Chodakowska,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/307039_357687_1280_720_100301.png,"naturalny żel do mycia twarzy nawilżający150 ml, nr kat. 357687",21.99,15.49,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/beBIO-Ewa-Chodakowska-naturalny-zel-do-mycia-twarzy-nawilzajacy-150-ml,357687,8690",Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
ISANA,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/353303_30770_1280_720.png,"żel do mycia twarzy150 ml, nr kat. 30770",10.49,7.29,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Isana-zel-do-mycia-twarzy-150-ml,30770,8690",Available online,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
ISANA,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/346953_261101_1280_720.png,"wygładzający żel peelingujący75 ml, nr kat. 261101",5.49,3.79,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/Isana-wygladzajacy-zel-peelingujacy-75-ml,261101,8695",Available online,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,None,None,None
ARGANOVE,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/320626_323214_1280_720.png,"olej arganowy odżywia, nawilża, ujędrnia30 ml, nr kat. 323214",18.99,13.99,"https://www.rossmann.pl/Produkt/Surowce-kosmetyczne/Arganove-olej-arganowy-odzywia-nawilza-ujedrnia-30-ml,323214,8779",Available online,Ciało/Pielęgnacja ciała/Surowce kosmetyczne,None,None,None
ONLYBIO Ritualia Joy,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/310107_367463_1280_720_101513.png,"peeling do twarzy pestkowy50 ml, nr kat. 367463",37.99,22.99,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/Onlybio-Ritualia-Joy-peeling-do-twarzy-pestkowy-50-ml,367463,8695",Available online,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,None,None,None
ARGANOVE,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/320630_323216_1280_720.png,"serum z opuncji wygładza, odmładza, regeneruje30 ml, nr kat. 323216",24.49,18.49,"https://www.rossmann.pl/Produkt/Surowce-kosmetyczne/Arganove-serum-z-opuncji-wygladza-odmladza-regeneruje-30-ml,323216,8779",Available online,Ciało/Pielęgnacja ciała/Surowce kosmetyczne,None,None,None
ARGANOVE,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/320632_323217_1280_720.png,"eliksir różany odmładza, nawilża, wzmacnia30 ml, nr kat. 323217",21.49,15.99,"https://www.rossmann.pl/Produkt/Produkty-uniwersalne/Arganove-eliksir-rozany-odmladza-nawilza-wzmacnia-30-ml,323217,8830",Available online,Ciało/Pielęgnacja ciała/Produkty uniwersalne,None,None,kobieta
NEUTROGENA Hydro Boost,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/156959_284462_1280_720_41110.png,"wygładzający peeling do twarzy150 ml, nr kat. 284462",23.99,16.99,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/Neutrogena-Hydro-Boost-wygladzajacy-peeling-do-twarzy-150-ml,284462,8695",Available online,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,None,None,None
ARGANOVE,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/325118_382388_1280_720.png,"bio skwalan 100% naturalny30 ml, nr kat. 382388",24.49,18.49,"https://www.rossmann.pl/Produkt/Serum/Arganove-bio-skwalan-100-naturalny-30-ml,382388,9225",Available online,Twarz/Pielęgnacja twarzy/Serum,None,None,None
SORAYA Kombucha,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/313012_366269_1280_720_102947.png,"delikatny peeling z kwasami AHA do każdego typu cery75 ml, nr kat. 366269",21.99,15.49,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/Soraya-Kombucha-delikatny-peeling-z-kwasami-AHA-do-kazdego-typu-cery-75-ml,366269,8695",Available online,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,None,None,None
ARGANOVE,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/320628_323215_1280_720.png,"olej z czarnuszki chroni, regeneruje, łagodzi30 ml, nr kat. 323215",12.99,9.99,"https://www.rossmann.pl/Produkt/Surowce-kosmetyczne/Arganove-olej-z-czarnuszki-chroni-regeneruje-lagodzi-30-ml,323215,8779",Available online,Ciało/Pielęgnacja ciała/Surowce kosmetyczne,None,None,None
ARGANOVE,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/320624_382389_1280_720.png,"olej jojoba wygładza, regeneruje, odmładza30 ml, nr kat. 382389",13.99,10.49,"https://www.rossmann.pl/Produkt/Serum/Arganove-olej-jojoba-wygladza-regeneruje-odmladza-30-ml,382389,9225",Available online,Twarz/Pielęgnacja twarzy/Serum,None,None,None
LIRENE,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/112513_281471_1280_720_37113.png,"migdałowy peeling enzymatyczny z papainą każdy typ cery, również wrażliwa, sucha i naczynkowa75 ml, nr kat. 281471",18.99,12.99,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/Lirene-migdalowy-peeling-enzymatyczny-z-papaina-kazdy-typ-cery-rowniez-wrazliwa-sucha-i-naczynko-7,281471,8695",Available online,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,3.5,7,None
ARGANOVE,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/320622_382391_1280_720.png,"olej konopny reguluje, odbudowuje, łagodzi30 ml, nr kat. 382391",12.99,9.99,"https://www.rossmann.pl/Produkt/Serum/Arganove-olej-konopny-reguluje-odbudowuje-lagodzi-30-ml,382391,9225",Available online,Twarz/Pielęgnacja twarzy/Serum,None,None,None
LIRENE Acid Power,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/355260_390439_1280_720.png,"peeling kwasowy do twarzy30 ml, nr kat. 390439",24.99,17.49,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/Lirene-Acid-Power-peeling-kwasowy-do-twarzy-30-ml,390439,8695",Available online,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,None,None,None
ARGANOVE,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/320618_382392_1280_720.png,"olej rycynowy odżywia, regeneruje, wzmacnia30 ml, nr kat. 382392",8.99,6.99,"https://www.rossmann.pl/Produkt/Serum/Arganove-olej-rycynowy-odzywia-regeneruje-wzmacnia-30-ml,382392,9225",Available online,Twarz/Pielęgnacja twarzy/Serum,None,None,None
L'ORÉAL PARIS Rare flowers,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/96651_271179_1280_720_30545.png,"peeling oczyszczający do skóry normalnej i mieszanej150 ml, nr kat. 271179",16.99,13.99,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/LOreal-Paris-Rare-flowers-peeling-oczyszczajacy-do-skory-normalnej-i-mieszanej-150-ml,271179,8695",Available online,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,None,None,None
ARGANOVE,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/320620_382393_1280_720.png,"olej sezamowy ujędrnia, rozgrzewa, regeneruje30 ml, nr kat. 382393",9.99,7.49,"https://www.rossmann.pl/Produkt/Serum/Arganove-olej-sezamowy-ujedrnia-rozgrzewa-regeneruje-30-ml,382393,9225",Available online,Twarz/Pielęgnacja twarzy/Serum,None,None,None
ARGANOVE,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/320634_382394_1280_720.png,"olej z gorczycy nawilża, wzmacnia, odżywia30 ml, nr kat. 382394",8.99,6.99,"https://www.rossmann.pl/Produkt/Serum/Arganove-olej-z-gorczycy-nawilza-wzmacnia-odzywia-30-ml,382394,9225",Available online,Twarz/Pielęgnacja twarzy/Serum,None,None,None
